study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	min	max	comments	mean_unit	value_unit
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	0.0	hr		0.0	0.0	0.0	0.0				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	0.25	hr		0.0009371971995253656	361.613464059739	0.0008787106416699008	0.00017574212833397984				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	0.5	hr		0.0025643147301879273	913.553269110187	0.0012366606563873966	0.0002473321312774797				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	0.75	hr		0.003449435867018058	1201.14461608619	0.0012366606563873966	0.0002473321312774797				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	1.0	hr		0.0036641506129592278	1258.22635809155	0.0010414905522996452	0.00020829811045992906				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	1.25	hr		0.003644575269500627	1237.05438066465	0.0008135618354918002	0.00016271236709836036				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	1.5	hr		0.003332088191724022	1131.29424841817	0.0007485051341292142	0.00014970102682584254				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	2.0	hr		0.0026290152929305008	896.513139143818	0.0006509354328879238	0.00013018708657758476				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	3.0	hr		0.0016719664354999683	570.74559653423	0.0004230988208955965	8.461976417911963e-05				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	4.0	hr		0.0012811902645309995	386.673887020464	0.0004556118207743042	9.112236415486052e-05				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	6.0	hr		0.0007078991911267814	215.205210055293	0.00022780591038715336	4.556118207743073e-05				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	8.0	hr		0.0004795713534516793	145.245112010489	0.000162749209024561	3.254984180491232e-05				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	10.0	hr		0.0003488746202282179	102.779456193353	0.00016274920902457178	3.2549841804914475e-05				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	12.0	hr		0.000263732928761148	77.2362195747592	0.00013011340272517055	2.6022680545034107e-05				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_captozen	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_captozen_concentration_total captopril_all	24.0	hr		9.790127857716342e-05	19.1150316365504	0.00019535431371879136	3.907086274375833e-05			SD>mean	mole/meter^3	ng/ml
