study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	min	max	comments	mean_unit	value_unit
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	0.0	hr		0.0	0.0	0.0	0.0				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	0.25	hr		0.0007301391864114582	281.71518772354	0.0006844843479143875	0.00013689686958287748				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	0.5	hr		0.002372895471777962	847.243591024437	0.0011733490281844038	0.00023466980563688073				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	0.75	hr		0.003520225423766095	1220.0391631866	0.0011734720207450138	0.00023469440414900273				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	1.0	hr		0.0037875620535000117	1294.18546566228	0.0009777908568203374	0.00019555817136406747				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	1.25	hr		0.0037485119155075053	1273.02335804344	0.0008473879944374742	0.00016947759888749511				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	1.5	hr		0.0034813105775902495	1177.73692728835	0.0007170773764750682	0.00014341547529501334				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	2.0	hr		0.0028295852981933627	959.62195536196	0.0006192367945127301	0.00012384735890254604				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	3.0	hr		0.0019237573885837883	654.714568305793	0.00045630239984949104	9.12604799698982e-05				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	4.0	hr		0.0012982356742240752	440.881571322957	0.0002933372570461024	5.866745140922049e-05				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	6.0	hr		0.0007251210899387197	256.782624333127	0.00032589953746662767	6.517990749332584e-05				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	8.0	hr		0.0005105236701927935	184.940156253122	0.0002933372570461024	5.866745140922049e-05				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	10.0	hr		0.00038719288004479286	144.86782424521	0.0002933372570461024	5.866745140922049e-05				mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	12.0	hr		0.0003029737241696083	119.619557615841	0.0003258995374666246	6.517990749332523e-05			SD>mean	mole/meter^3	ng/ml
Rezende2007		all	25.0	CAP50_capoten	concentration	total captopril	plasma	 HPLC MS/MS	CAP50_capoten_concentration_total captopril_all	24.0	hr		0.00011705816955707678	52.8603113073712	0.00022815119992474397	4.563023998494879e-05			SD>mean	mole/meter^3	ng/ml
