study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	0.0	d		1.0	102.68691588785	0.0849677408689956	0.0268691588785001		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	1.0	d		0.8446261682242989	91.1214953271028	0.210572227371026	0.0665887850467291		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	2.0	d		0.932242990654206	98.1308411214954	0.15515848332602	0.049065420560748		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	3.0	d		0.9077102803738321	96.3785046728972	0.17732398094402002	0.0560747663551399		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	4.0	d		1.0093457943925201	107.593457943925	0.21057222737102801	0.06658878504673		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	5.0	d		0.9813084112149539	105.841121495327	0.24382047379802402	0.0771028037383161		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	7.0	d		1.09696261682243	113.901869158879	0.132992985708031	0.0420560747663599		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	7.25	d		1.1390186915887899	119.509345794393	0.177323980944021	0.05607476635514		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	7.5	d		1.16355140186916	124.766355140187	0.26598597141603103	0.08411214953271		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	8.0	d		1.2231308411215	128.621495327103	0.199489478562015	0.06308411214953		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	8.25	d		1.15303738317757	111.799065420561	0.110827488090005	0.0350467289719599		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	8.5	d		1.24065420560748	131.42523364486	0.232737724989023	0.07359813084111991		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	9.0	d		1.2651869158878501	133.177570093458	0.21057222737102801	0.06658878504673		dimensionless	percent
Azizi1999b	healthy_multiple	10.0	CAP50m	relative ACE activity	angiotensin converting enzyme	plasma	enzymatic assay	CAP50m_relative ACE activity_plasma_cushman	10.0	d		1.33177570093458	139.135514018692	0.188406729753034	0.059579439252339904		dimensionless	percent
